Date,Open,High,Low,Close,Volume,CloseLag1,CloseLag2,CloseLag3,HML,HMLLag1,HMLLag2,HMLLag3,OMC,OMCLag1,OMCLag2,OMCLag3,VolumeLag1,VolumeLag2,VolumeLag3,CloseEMA2,CloseEMA4,CloseEMA8,LogReturn,Target
2000-04-04,58.400001525878906,58.5,57.0,57.209999084472656,8409,58.38999938964844,58.13999938964844,57.56999969482422,1.5,1.0499992370605469,1.1800003051757812,0.94000244140625,1.19000244140625,-0.8899993896484375,-0.3899993896484375,0.3800010681152344,4412,8519,7071,58.24914824572779,58.485373120320226,59.10810191890314,-0.020415939564918665,0
2000-04-05,57.29999923706055,57.650001525878906,56.36000061035156,56.400001525878906,12104,57.209999084472656,58.38999938964844,58.13999938964844,1.2900009155273438,1.5,1.0499992370605469,1.1800003051757812,0.8999977111816406,1.19000244140625,-0.8899993896484375,-0.3899993896484375,8409,4412,8519,57.72957366510022,58.11182471370823,58.80610307876262,-0.014259506718908842,0
2000-04-06,56.900001525878906,57.150001525878906,55.5099983215332,55.68000030517578,11105,56.400001525878906,57.209999084472656,58.38999938964844,1.6400032043457031,1.2900009155273438,1.5,1.0499992370605469,1.220001220703125,0.8999977111816406,1.19000244140625,-0.8899993896484375,12104,8409,4412,57.06478759548956,57.610443310127025,58.423279565925235,-0.012848164051552362,0
2000-04-07,56.0,56.599998474121094,55.900001525878906,56.290000915527344,5814,55.68000030517578,56.400001525878906,57.209999084472656,0.6999969482421875,1.6400032043457031,1.2900009155273438,1.5,-0.29000091552734375,1.220001220703125,0.8999977111816406,1.19000244140625,11105,12104,8409,56.37239395033267,57.0450296446244,57.986810041522304,0.010895894233359935,1
2000-04-10,56.150001525878906,56.400001525878906,55.599998474121094,55.9900016784668,5399,56.290000915527344,55.68000030517578,56.400001525878906,0.8000030517578125,0.6999969482421875,1.6400032043457031,1.2900009155273438,0.15999984741210938,-0.29000091552734375,1.220001220703125,0.8999977111816406,5814,11105,12104,56.33119743293001,56.823886849849664,57.716839567235034,-0.005343782401634863,0
2000-04-11,55.900001525878906,55.900001525878906,54.75,54.95000076293945,7777,55.9900016784668,56.290000915527344,55.68000030517578,1.1500015258789062,0.8000030517578125,0.6999969482421875,1.6400032043457031,0.9500007629394531,0.15999984741210938,-0.29000091552734375,1.220001220703125,5399,5814,11105,56.160599555698404,56.579647537872475,57.44209170620301,-0.018749438604897282,0
2000-04-12,54.650001525878906,55.79999923706055,53.5,55.75,10650,54.95000076293945,55.9900016784668,56.290000915527344,2.299999237060547,1.1500015258789062,0.8000030517578125,0.6999969482421875,-1.0999984741210938,0.9500007629394531,0.15999984741210938,-0.29000091552734375,7777,5399,5814,55.55530015931893,56.10233504841949,57.04558896456438,0.014453715606349315,1
2000-04-13,56.0,57.349998474121094,55.95000076293945,56.81999969482422,6486,55.75,54.95000076293945,55.9900016784668,1.3999977111816406,2.299999237060547,1.1500015258789062,0.8000030517578125,-0.8199996948242188,-1.0999984741210938,0.9500007629394531,0.15999984741210938,10650,7777,5399,55.652650079659466,55.99913850198499,56.83945518082573,0.01901096071489186,1
2000-04-14,57.04999923706055,57.29999923706055,56.099998474121094,56.43000030517578,3256,56.81999969482422,55.75,54.95000076293945,1.2000007629394531,1.3999977111816406,2.299999237060547,1.1500015258789062,0.6199989318847656,-0.8199996948242188,-1.0999984741210938,0.9500007629394531,6486,10650,7777,56.23632488724184,56.239563178958214,56.83635973145171,-0.006887433666029833,0
2000-04-17,56.400001525878906,57.04999923706055,55.95000076293945,56.91999816894531,3987,56.43000030517578,56.81999969482422,55.75,1.0999984741210938,1.2000007629394531,1.3999977111816406,2.299999237060547,-0.5199966430664062,0.6199989318847656,-0.8199996948242188,-1.0999984741210938,3256,6486,10650,56.33316259620881,56.29534092183823,56.771706282642675,0.008645803663645046,1
2000-04-18,56.599998474121094,57.599998474121094,56.599998474121094,57.29999923706055,4127,56.91999816894531,56.43000030517578,56.81999969482422,1.0,1.0999984741210938,1.2000007629394531,1.3999977111816406,-0.7000007629394531,-0.5199966430664062,0.6199989318847656,-0.8199996948242188,3987,3256,6486,56.62658038257706,56.47829879359991,56.79530011698418,0.006653869353133741,1
2000-04-19,57.369998931884766,57.70000076293945,56.0,56.619998931884766,4426,57.29999923706055,56.91999816894531,56.43000030517578,1.7000007629394531,1.0,1.0999984741210938,1.2000007629394531,0.75,-0.7000007629394531,-0.5199966430664062,0.6199989318847656,4127,3987,3256,56.963289809818804,56.71896928138678,56.87559973834484,-0.01193834958674368,0
